id,text,label,word_count,char_count,avg_word_length,punctuation_density
745,It takes considerable knowledge just to realize the extent of your own ignorance.,human,13,81,5.307692308,0.076923077
746,She wore a blue dress that shimmered under the lights.,ai,10,54,4.5,0.1
747,"When one door of happiness closes, another opens.",human,8,49,5.25,0.25
748,Mama always said life was like a box of chocolates. You never know what you're gonna get.,human,17,89,4.294117647,0.176470588
749,"Keep your eyes on the stars, and your feet on the ground.",human,12,57,3.833333333,0.166666667
750,Her wearable tracked sleep cycles and heart rate.,ai,8,49,5.25,0.125
751,No yelling inside the house.,human,5,28,4.8,0.2
752,He placed the groceries on the counter.,ai,7,39,4.714285714,0.142857143
753,Pick up your toys before bedtime.,human,6,33,4.666666667,0.166666667
754,"The greatest danger for most of us is not that our aim is too high and we miss it, but that it is too low and we reach it.",human,29,122,3.24137931,0.068965517
755,The blanket slipped off the couch onto the floor.,ai,9,49,4.555555556,0.111111111
756,The wind chimes sang softly in the afternoon summer breeze.,ai,10,59,5,0.1
757,"The fool doth think he is wise, but the wise man knows himself to be a fool.",human,17,76,3.529411765,0.117647059
758,The good life is one inspired by love and guided by knowledge.,human,12,62,4.25,0.083333333
759,The smart air purifier automatically detected and filtered out pollutants.,ai,10,74,6.5,0.1
760,"If you can dream it, you can do it.",human,9,35,3,0.222222222
761,"If you want a friend in Washington, get a dog.",human,10,46,3.7,0.2
762,The drone mapped the terrain in under an hour.,ai,9,46,4.222222222,0.111111111
763,I'm just one stomach flu away from my ideal weight.,human,10,51,4.2,0.2
764,The vase held a single fresh flower.,ai,7,36,4.285714286,0.142857143
765,The better part of valor is discretion.,human,7,39,4.714285714,0.142857143
766,He adjusted the blinds to let in more sunlight.,ai,9,47,4.333333333,0.111111111
767,She brewed a cup of coffee and opened her favorite book.,ai,11,56,4.181818182,0.090909091
768,A robotic vacuum cleaned the living room floor.,ai,8,47,5,0.125
769,Have you ever wondered what lies beyond our galaxy?,ai,9,51,4.777777778,0.111111111
770,The screen went dark after a few minutes of inactivity.,ai,10,55,4.6,0.1
771,The fireflies began their nightly dance in the meadow grass.,ai,10,60,5.1,0.1
772,The intelligent system analyzed a patient's symptoms and suggested a diagnosis.,ai,11,79,6.272727273,0.181818182
773,He placed his glasses carefully on the table.,ai,8,45,4.75,0.125
774,The grandfather clock struck midnight in the empty hallway.,ai,9,59,5.666666667,0.111111111
775,The self-driving bus navigated city streets safely.,ai,7,51,6.428571429,0.285714286
776,The AI-powered creative assistant helped a graphic designer with a new logo.,ai,12,76,5.416666667,0.166666667
777,The recommendation system suggested a movie she ended up loving.,ai,10,64,5.5,0.1
778,"Get busy living, or get busy dying.",human,7,35,4.142857143,0.285714286
779,There’s no place like home.,human,5,27,4.6,0.2
780,A light drizzle dampened the picnic blanket.,ai,7,44,5.428571429,0.142857143
781,He paused the video to answer the door.,ai,8,39,4,0.125
782,The automated cleaning robot sanitized the hospital room.,ai,8,57,6.25,0.125
783,He planted tomato seeds in the rich garden soil.,ai,9,48,4.444444444,0.111111111
784,"I'm not saying it's going to be easy, I'm saying it's going to be worth it.",human,16,75,3.75,0.375
785,The AI-powered system translated sign language into spoken words in real-time.,ai,11,78,6.181818182,0.272727273
786,He fixed the leaky faucet in the kitchen.,ai,8,41,4.25,0.125
787,She whispered a secret no one else would ever hear.,ai,10,51,4.2,0.1
788,"Don’t touch the stove, it’s hot.",human,6,32,4.5,0.333333333
789,She stirred sugar into her tea until it dissolved.,ai,9,50,4.666666667,0.111111111
790,The predictive model suggested a 72% chance of success.,ai,9,55,5.222222222,0.222222222
791,The robotic exoskeleton allowed a paralyzed person to walk again.,ai,10,65,5.6,0.1
792,She found a message in a bottle washed up on the beach.,ai,12,55,3.666666667,0.083333333
793,The chatbot answered a complex question about a legal document.,ai,10,63,5.4,0.1
794,The only way to have a friend is to be one.,human,11,43,3,0.090909091
795,The intelligent system analyzed seismic data to predict earthquakes.,ai,9,68,6.666666667,0.111111111
796,A neural interface allowed the user to control a robotic arm with their thoughts.,ai,14,81,4.857142857,0.071428571
797,The chatbot answered questions about the company's return policy.,ai,9,65,6.333333333,0.222222222
798,He organized his collection of vintage comic books.,ai,8,51,5.5,0.125
799,I love the sound of waves crashing against the rocks.,ai,10,53,4.4,0.1
800,The drawer stuck before sliding open fully.,ai,7,43,5.285714286,0.142857143
801,The scientist examined the cell under a microscope.,ai,8,51,5.5,0.125
802,The pen is mightier than the sword.,human,7,35,4.142857143,0.142857143
803,"I don’t really enjoy spicy food, but I eat it sometimes.",ai,11,56,4.181818182,0.181818182
804,"A new update installed overnight, changing the interface entirely.",ai,9,66,6.444444444,0.222222222
805,The smart refrigerator ordered more milk when the supply was low.,ai,11,65,5,0.090909091
806,It is not how old you are but how you are old.,human,12,46,2.916666667,0.083333333
807,AI-generated art often sparks debates about creativity.,ai,7,55,7,0.285714286
808,We'll cross that bridge when we come to it.,human,9,43,3.888888889,0.222222222
809,Failure is not the only punishment for laziness; there is also the success of others.,human,15,85,4.733333333,0.133333333
810,The robot dog fetched the newspaper from the porch.,ai,9,51,4.777777778,0.111111111
811,The lighthouse keeper climbed the spiral staircase each evening.,ai,9,64,6.222222222,0.111111111
812,A small child built sandcastles near the water's edge.,ai,9,54,5.111111111,0.222222222
813,The smart refrigerator suggested recipes based on its current contents.,ai,10,71,6.2,0.1
814,Family is not an important thing. It’s everything.,human,8,50,5.375,0.25
815,The AI analyzed satellite imagery to track deforestation.,ai,8,57,6.25,0.125
816,The shoes squeaked slightly on the tiled floor.,ai,8,47,5,0.125
817,The church bells rang out across the cobblestone square.,ai,9,56,5.333333333,0.111111111
818,The lights dimmed automatically at sunset.,ai,6,42,6.166666667,0.166666667
819,"Yesterday is history, tomorrow is a mystery, today is a gift of God, which is why we call it the present.",human,21,105,4.047619048,0.19047619
820,A predictive model forecasted the stock market's behavior.,ai,8,58,6.375,0.25
821,The automated system processed and approved a medical insurance claim.,ai,10,70,6.1,0.1
822,She built a miniature replica of a famous bridge.,ai,9,49,4.555555556,0.111111111
823,The computer vision system identified a face and granted access to a building.,ai,13,78,5.076923077,0.076923077
824,"The guitarist strummed a chord, and a beautiful melody filled the room.",ai,12,71,5,0.166666667
825,Keep moving forward.,human,3,20,6,0.333333333
826,The future depends on what you do today.,human,8,40,4.125,0.125
827,"He began to laugh. And the boy, flustered, answered quickly. I noticed it in the bar when I asked you what you did for a living. It's just a slight sharpness to the consonants, that's all. I never guessed it was French.",human,42,219,4.238095238,0.238095238
828,The notification appeared: software update available.,ai,6,53,8,0.333333333
829,You better hope I don't tell your father.,human,8,41,4.25,0.25
830,The smartphone vibrated with another notification.,ai,6,50,7.5,0.166666667
831,"Eat your vegetables, you’ll feel better.",human,6,40,5.833333333,0.333333333
832,A red cardinal perched on the frost-covered fence post.,ai,9,55,5.222222222,0.222222222
833,The robot vacuum navigated around the furniture with ease.,ai,9,58,5.555555556,0.111111111
834,The pencil rolled slowly off the desk.,ai,7,38,4.571428571,0.142857143
835,The programmer debugged the faulty code.,ai,6,40,5.833333333,0.166666667
836,Be nice to your friends.,human,5,24,4,0.2
837,The AI designed a logo based on the company’s values.,ai,10,53,4.4,0.1
838,"All men dream, but not equally.",human,6,31,4.333333333,0.333333333
839,Turn off the lights when you leave the room.,human,9,44,4,0.111111111
840,She designed a beautiful logo for a new company.,ai,9,48,4.444444444,0.111111111
841,The mug was still warm from the fresh coffee.,ai,9,45,4.111111111,0.111111111
842,My precious.,human,2,12,5.5,0.5
843,The cat stretched lazily in the warm afternoon sunlight.,ai,9,56,5.333333333,0.111111111
844,I noticed a small crack in the wall near the corner.,ai,11,52,3.818181818,0.090909091
845,The drone captured aerial footage of the coastline.,ai,8,51,5.5,0.125
846,The detective interviewed a key witness.,ai,6,40,5.833333333,0.166666667
847,Cloud storage ensured the files were backed up instantly.,ai,9,57,5.444444444,0.111111111
848,"Get your stinking paws off me, you damned dirty ape!",human,10,52,4.3,0.2
849,"Here's a dime, kid... go call someone who cares.",human,9,48,4.444444444,0.666666667
850,The elevator dinged as it arrived at the fifth floor.,ai,10,53,4.4,0.1
851,The doctor explained the test results to the patient.,ai,9,53,5,0.111111111
852,Do unto others as you would have them do unto you.,human,11,50,3.636363636,0.090909091
853,Life isn't about finding yourself. Life is about creating yourself.,human,10,67,5.8,0.3
854,Success usually comes to those who are too busy to be looking for it.,human,14,69,4,0.071428571
855,He carved his initials into the old oak tree's bark.,ai,10,52,4.3,0.2
856,Move fast and break things.,human,5,27,4.6,0.2
857,A robot performed a delicate surgery with sub-millimeter precision.,ai,9,67,6.555555556,0.222222222
858,"If you don't clean your room, I'm throwing everything away.",human,10,59,5,0.4
859,A shooting star streaked across the clear midnight sky.,ai,9,55,5.222222222,0.111111111
860,"In the end, we only regret the chances we didn’t take.",human,11,54,4,0.181818182
861,He started a podcast about science fiction films.,ai,8,49,5.25,0.125
862,I still remember the first email I ever sent.,ai,9,45,4.111111111,0.111111111
863,I stacked the dishes neatly in the drying rack.,ai,9,47,4.333333333,0.111111111
864,"I am become Death, the destroyer of worlds.",human,8,43,4.5,0.25
865,The automated drone delivered a package to a remote mountain cabin.,ai,11,67,5.181818182,0.090909091
866,"The sun dipped below the horizon, painting the sky with streaks of orange and purple.",ai,15,85,4.733333333,0.133333333
867,He built a sturdy wooden shelf for his books.,ai,9,45,4.111111111,0.111111111
868,The AI generated a realistic human voice for a virtual character.,ai,11,65,5,0.090909091
869,To infinity and beyond!,human,4,23,5,0.25
870,The AI system detected a subtle anomaly in the X-ray image.,ai,11,59,4.454545455,0.181818182
871,"In war, truth is the first casualty.",human,7,36,4.285714286,0.285714286
872,The AI-powered search engine provided highly relevant results from a complex query.,ai,12,83,6,0.166666667
873,I poured a glass of water and sat down to read.,ai,11,47,3.363636364,0.090909091
874,A clever person solves a problem. A wise person avoids it.,human,11,58,4.363636364,0.181818182
875,The automated drone delivered a pizza right to the customer's doorstep.,ai,11,71,5.545454545,0.181818182
876,"If so-and-so jumped off a bridge, would you?",human,8,44,4.625,0.5
877,The best way to predict the future is to invent it.,human,11,51,3.727272727,0.090909091
878,An AI-generated summary appeared at the end of the document.,ai,10,60,5.1,0.2
879,He taught his dog to sit and stay.,ai,8,34,3.375,0.125
880,A synthetic voice read the news headlines aloud.,ai,8,48,5.125,0.125
881,She traced her finger along the map planning her next adventure.,ai,11,64,4.909090909,0.090909091
882,Put your dirty clothes in the laundry basket.,human,8,45,4.75,0.125
883,The AI assistant turned down the volume of the music.,ai,10,53,4.4,0.1
884,The robotic cleaner mopped the entire floor with a single command.,ai,11,66,5.090909091,0.090909091
885,He laughed nervously before answering the question.,ai,7,51,6.428571429,0.142857143
886,The dog wagged its tail as it sniffed around the yard.,ai,11,54,4,0.090909091
887,"The king is dead, long live the king!",human,8,37,3.75,0.25
888,The autonomous drone delivered medical supplies.,ai,6,48,7.166666667,0.166666667
889,A drone captured aerial footage of the landscape.,ai,8,49,5.25,0.125
890,The only place where success comes before work is in the dictionary.,human,12,68,4.75,0.083333333
891,She placed the empty glass in the dishwasher and closed the door.,ai,12,65,4.5,0.083333333
892,Do not wait to strike till the iron is hot; but make it hot by striking.,human,16,72,3.5625,0.125
893,The app tracked her steps throughout the day.,ai,8,45,4.75,0.125
894,"Knowledge will give you power, but character respect.",human,8,53,5.75,0.25
895,The floor creaked beneath his footsteps.,ai,6,40,5.833333333,0.166666667
896,It’s a trap!,human,3,12,3.333333333,0.333333333
897,"I'm just a girl, standing in front of a boy, asking him to love her.",human,15,68,3.6,0.266666667
898,All that we see or seem is but a dream within a dream.,human,13,54,3.230769231,0.076923077
899,The automated factory line assembled a complex machine.,ai,8,55,6,0.125
900,"The truth will set you free, but first it will make you miserable.",human,13,66,4.153846154,0.153846154
901,I think I want to tell the real story...,human,9,40,3.555555556,0.333333333
902,No man has a good enough memory to be a successful liar.,human,12,56,3.75,0.083333333
903,"Greed, for lack of a better word, is good.",human,9,42,3.777777778,0.333333333
904,The robotic surgery system performed a delicate procedure.,ai,8,58,6.375,0.125
905,Imagination is the only weapon in the war against reality.,human,10,58,4.9,0.1
906,The program generated thousands of test cases.,ai,7,46,5.714285714,0.142857143
907,The students conducted an experiment in the lab.,ai,8,48,5.125,0.125
908,The satellite transmitted real-time data back to Earth.,ai,8,55,6,0.25
909,The AI system analyzed a patient's medical history to suggest a treatment plan.,ai,13,79,5.153846154,0.153846154
910,The ancient ruins were covered in moss and ivy.,ai,9,47,4.333333333,0.111111111
911,Don’t run in the house.,human,5,23,3.8,0.2
912,Don't stop believin'.,human,3,21,6.333333333,1
913,Winter is coming.,human,3,17,5,0.333333333
914,The system crashed under the weight of too many requests.,ai,10,57,4.8,0.1
915,The printer hummed as it spat out the final page.,ai,10,49,4,0.1
916,"We don't understand life any better at forty than at twenty, but we know it and admit it.",human,18,89,4,0.166666667
917,The AI-driven artist created a unique abstract painting.,ai,8,56,6.125,0.25
918,The AI flagged potentially harmful online content.,ai,7,50,6.285714286,0.142857143
919,Her phone suggested a faster route due to heavy traffic.,ai,10,56,4.7,0.1
920,He who has a why to live can bear almost any how.,human,12,49,3.166666667,0.083333333
921,He coded a new script to automate the task.,ai,9,43,3.888888889,0.111111111
922,"A journey is best measured in friends, not miles.",human,9,49,4.555555556,0.222222222
923,Better to remain silent and be thought a fool than to speak and to remove all doubt.,human,17,84,4,0.058823529
924,I am your father.,human,4,17,3.5,0.25
925,Robots can perform repetitive tasks more efficiently than humans.,ai,9,65,6.333333333,0.111111111
926,This too shall pass.,human,4,20,4.25,0.25
927,"The snow turned the world into a quiet, white landscape.",ai,10,56,4.7,0.2
928,The photo filter adjusted colors automatically.,ai,6,47,7,0.166666667
929,The automated system managed the entire logistics supply chain.,ai,9,63,6.111111111,0.111111111
930,The smart pillbox reminded the user to take their medication at the correct time.,ai,14,81,4.857142857,0.071428571
931,"What we do in life, echoes in eternity.",human,8,39,4,0.25
932,The AI-powered security system detected and warned against a cyberattack.,ai,10,73,6.4,0.2
933,The purpose of life is to contribute in some way to making things better.,human,14,73,4.285714286,0.071428571
934,The intelligent security camera recognized a familiar face.,ai,8,59,6.5,0.125
935,Writing is an occupation in which you have to keep proving your talent to people who have none.,human,18,95,4.333333333,0.055555556
936,Virtual reality can simulate environments we could never visit in real life.,ai,12,76,5.416666667,0.083333333
937,The AI system identified and flagged inappropriate content on a social media platform.,ai,13,86,5.692307692,0.076923077
938,A house divided against itself cannot stand.,human,7,44,5.428571429,0.142857143
939,She used an intelligent microscope to identify the bacteria.,ai,9,60,5.777777778,0.111111111
940,The intelligent car warned the driver about an impending collision.,ai,10,67,5.8,0.1
941,A deepfake detection algorithm identified the manipulated video.,ai,8,64,7.125,0.125
942,The shelf wobbled when touched.,ai,5,31,5.4,0.2
943,God helps those who help themselves.,human,6,36,5.166666667,0.166666667
944,The snowflakes fell silently on the empty winter landscape.,ai,9,59,5.666666667,0.111111111
945,I see dead people.,human,4,18,3.75,0.25
946,Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.,human,20,110,4.55,0.2
947,The automated drone delivered a package to a remote location.,ai,10,61,5.2,0.1
948,Don't make me turn this car around.,human,7,35,4.142857143,0.285714286
949,She carried the folded blanket to the bedroom.,ai,8,46,4.875,0.125
950,The translation engine handled multiple dialects.,ai,6,49,7.333333333,0.166666667
951,A neural network classified thousands of images in seconds.,ai,9,59,5.666666667,0.111111111
952,You cannot swim for new horizons until you have courage to lose sight of the shore.,human,16,83,4.25,0.0625
953,The smart lock opened with a fingerprint scan.,ai,8,46,4.875,0.125
954,The e-reader adjusted brightness based on ambient light.,ai,8,56,6.125,0.25
955,"Do not fear death so much, but rather the inadequate life.",human,11,58,4.363636364,0.181818182
956,"We don’t make mistakes, just happy little accidents.",human,8,52,5.625,0.25
957,He checked the smart fridge to see what groceries were needed.,ai,11,62,4.727272727,0.090909091
958,"If you are not embarrassed by the first version of your product, you've launched too late.",human,16,90,4.6875,0.1875
959,A gentle rain began to fall just before sunset.,ai,9,47,4.333333333,0.111111111
960,I poured cereal into a bowl and added milk.,ai,9,43,3.888888889,0.111111111
961,"That'll do, pig. That'll do.",human,5,28,4.8,1
962,The predictive text software completed the user's sentence.,ai,8,59,6.5,0.25
963,There is no passion to be found playing small - in settling for a life that is less than the one you are capable of living.,human,26,123,3.769230769,0.076923077
964,The ceiling fan spun lazily above.,ai,6,34,4.833333333,0.166666667
965,"The sailboat glided across the calm, blue water.",ai,8,48,5.125,0.25
966,The health app detected irregular heartbeats.,ai,6,45,6.666666667,0.166666667
967,I’d rather regret the things I’ve done than the things I haven’t done.,human,13,70,4.461538462,0.076923077
968,What lies behind us and what lies before us are tiny matters.,human,12,61,4.166666667,0.083333333
969,The automated factory produced a custom-designed product in minutes.,ai,9,68,6.666666667,0.222222222
970,The ice melted quickly in the summer heat.,ai,8,42,4.375,0.125
971,"The arc of the moral universe is long, but it bends toward justice.",human,13,67,4.230769231,0.153846154
972,Time is money.,human,3,14,4,0.333333333
973,The robot arm welded the car parts with precision.,ai,9,50,4.666666667,0.111111111
974,Ask not what your country can do for you – ask what you can do for your country.,human,18,80,3.5,0.055555556
975,"Don’t cry because it’s over, smile because it happened.",human,9,55,5.222222222,0.222222222
976,"If you want to know what a man’s like, take a good look at how he treats his inferiors, not his equals.",human,22,103,3.727272727,0.136363636
977,The automated system managed the energy consumption for an entire city district.,ai,12,80,5.75,0.083333333
978,"A bus passed by, leaving a trail of exhaust behind.",ai,10,51,4.2,0.2
979,A conversational AI drafted a professional email.,ai,7,49,6.142857143,0.142857143
980,The drone delivered a package to the doorstep.,ai,8,46,4.875,0.125
981,I don't care who started it; I'm finishing it.,human,9,46,4.222222222,0.444444444
982,"The candle flickered, casting shadows on the wall.",ai,8,50,5.375,0.25
983,Et lux perpetua luceat eis.,human,5,27,4.6,0.2
984,A good head and a good heart are always a formidable combination.,human,12,65,4.5,0.083333333
985,The chef grated cheese over a steaming bowl of pasta.,ai,10,53,4.4,0.1
986,The IoT devices synchronized across the network.,ai,7,48,6,0.142857143
987,Hell is empty and all the devils are here.,human,9,42,3.777777778,0.111111111
988,The automated inventory system reordered supplies.,ai,6,50,7.5,0.166666667
989,The AI-powered news aggregator summarized breaking news from around the world.,ai,11,78,6.181818182,0.181818182
990,Traveling alone can be both terrifying and liberating.,ai,8,54,5.875,0.125
991,The AI-driven research tool found a correlation in the data.,ai,10,60,5.1,0.2
992,Every artist was first an amateur.,human,6,34,4.833333333,0.166666667
993,"Give me liberty, or give me death!",human,7,34,4,0.285714286
994,"Never doubt that a small group of thoughtful, committed citizens can change the world; indeed, it's the only thing that ever has.",human,22,129,4.909090909,0.227272727
995,I am serious. And don’t call me Shirley.,human,8,40,4.125,0.25
996,The predictive text finished her sentence.,ai,6,42,6.166666667,0.166666667
997,I have a feeling we're not in Kansas anymore.,human,9,45,4.111111111,0.222222222
998,The drone followed a programmed flight path.,ai,7,44,5.428571429,0.142857143
999,Never explain - your friends do not need it and your enemies will not believe you anyway.,human,17,89,4.294117647,0.117647059
1000,The intelligent system managed the city's water supply.,ai,8,55,6,0.25
1001,The curtains swayed slightly from the breeze.,ai,7,45,5.571428571,0.142857143
1002,A conversational AI provided therapy and emotional support.,ai,8,59,6.5,0.125
1003,The computer vision system identified a defect on the manufacturing line.,ai,11,73,5.727272727,0.090909091
1004,"Life moves pretty fast. If you don’t stop and look around once in a while, you could miss it.",human,19,93,3.947368421,0.157894737
1005,"You’re killin’ me, Smalls!",human,4,26,5.75,0.5
1006,"The fan rotated slowly, moving the warm air around.",ai,9,51,4.777777778,0.222222222
1007,I set three alarms and still managed to oversleep.,ai,9,50,4.666666667,0.111111111
1008,There's a simple answer to that. I don't believe I want to give simple answers.,human,15,79,4.333333333,0.266666667
1009,The predictive analytics platform forecasted the spread of a disease.,ai,10,69,6,0.1
1010,"I don't know if God exists, but it would be better for His reputation if He didn't.",human,17,83,3.941176471,0.235294118
1011,I watched the shadows shift as the sun moved across the sky.,ai,12,60,4.083333333,0.083333333
1012,The automated factory produced the goods around the clock.,ai,9,58,5.555555556,0.111111111
1013,A curious squirrel gathered acorns for the coming winter months.,ai,10,64,5.5,0.1
1014,The AI-powered security camera identified an unauthorized person.,ai,8,65,7.25,0.25
1015,"Success is not in what you have, but who you are.",human,11,49,3.545454545,0.181818182
1016,The telescope focused on a distant nebula.,ai,7,42,5.142857143,0.142857143
1017,A robotic arm sorted packages at an incredible speed.,ai,9,53,5,0.111111111
1018,The robotic vacuum cleaned the house while everyone was out.,ai,10,60,5.1,0.1
1019,The AI-driven chatbot provided mental health support.,ai,7,53,6.714285714,0.285714286
1020,The smart home system adjusted the lighting and temperature for a perfect evening.,ai,13,82,5.384615385,0.076923077
1021,Life must be understood backward. But it must be lived forward.,human,11,63,4.818181818,0.181818182
1022,There's no place like home.,human,5,27,4.6,0.4
1023,The self-organizing robots collaborated to build a complex structure.,ai,9,69,6.777777778,0.222222222
1024,"Do what is right, not what is easy nor what is popular.",human,12,55,3.666666667,0.166666667
1025,Fear is only as deep as the mind allows.,human,9,40,3.555555556,0.111111111
1026,She set her bag down by the door.,ai,8,33,3.25,0.125
1027,He used the blockchain to record the transaction.,ai,8,49,5.25,0.125
1028,The sound of typing filled the quiet room.,ai,8,42,4.375,0.125
1029,"A drone hovered silently above the field, scanning for movement.",ai,10,64,5.5,0.2
1030,She unlocked the window to let in fresh air.,ai,9,44,4,0.111111111
1031,It’s alive! It’s alive!,human,4,23,5,0.5
1032,I’ll have what she’s having.,human,5,28,4.8,0.2
1033,I'm not your maid.,human,4,18,3.75,0.5
1034,The self-driving shuttle bus transported passengers across the campus.,ai,9,70,6.888888889,0.222222222
1035,The stock trading bot executed hundreds of trades in seconds.,ai,10,61,5.2,0.1
1036,Don't make me get the belt.,human,6,27,3.666666667,0.333333333
1037,There is nothing permanent except change.,human,6,41,6,0.166666667
1038,I am the master of my fate; I am the captain of my soul.,human,14,56,3.071428571,0.142857143
1039,"That’s the thing about pain, it demands to be felt.",human,10,51,4.2,0.2
1040,"So we beat on, boats against the current, borne back ceaselessly into the past.",human,14,79,4.714285714,0.214285714
1041,That which does not kill us makes us stronger.,human,9,46,4.222222222,0.111111111
1042,She asked the smart speaker to play her favorite playlist.,ai,10,58,4.9,0.1
1043,The GPS recalculated the route after a wrong turn.,ai,9,50,4.666666667,0.111111111
1044,The classroom projector flickered before turning off completely.,ai,8,64,7.125,0.125
1045,A drone monitored wildlife to track animal populations and migration patterns.,ai,11,78,6.181818182,0.090909091
1046,Man is the only creature who refuses to be what he is.,human,12,54,3.583333333,0.083333333
1047,The digital twin simulated factory operations.,ai,6,46,6.833333333,0.166666667
1048,The measure of who we are is what we do with what we have.,human,14,58,3.214285714,0.071428571
1049,"Remember, happiness can be found, even in the darkest of times, if one only remembers to turn on the light.",human,20,107,4.4,0.2
1050,"The cat stared at the closed door, waiting patiently for it to open.",ai,13,68,4.307692308,0.153846154
1051,The smart grid automatically rerouted power during an outage.,ai,9,61,5.888888889,0.111111111
1052,The light bulb flickered before going out completely.,ai,8,53,5.75,0.125
1053,The generative AI created a photorealistic image from a text prompt.,ai,11,68,5.272727273,0.090909091
1054,The intelligent system detected and stopped a cyber attack.,ai,9,59,5.666666667,0.111111111
1055,The diagnostic AI detected early signs of disease.,ai,8,50,5.375,0.125
1056,"In the end, we will remember not the words of our enemies, but the silence of our friends.",human,18,90,4.055555556,0.166666667
1057,The AI-driven system managed the entire crop rotation for a large farm.,ai,12,71,5,0.166666667
1058,Look both ways before crossing.,human,5,31,5.4,0.2
1059,He adjusted the chair to sit more comfortably.,ai,8,46,4.875,0.125
1060,The astronaut performed a spacewalk outside the ISS.,ai,8,52,5.625,0.125
1061,"Go ahead, make my day.",human,5,22,3.6,0.4
1062,A swarm of robots coordinated their movements seamlessly.,ai,8,57,6.25,0.125
1063,The AI-driven system provided personalized news recommendations based on reading habits.,ai,11,88,7.090909091,0.181818182
1064,"If you want to be a writer, you must do two things above all others: read a lot and write a lot.",human,22,96,3.409090909,0.136363636
1065,The voice assistant turned on the lights.,ai,7,41,5,0.142857143
1066,Liberty means responsibility. That is why most men dread it.,human,10,60,5.1,0.2
1067,Man is condemned to be free.,human,6,28,3.833333333,0.166666667
1068,The phone buzzed with another incoming notification.,ai,7,52,6.571428571,0.142857143
1069,"He tried to hide his excitement, but his smile gave him away.",ai,12,61,4.166666667,0.166666667
1070,"One ring to rule them all, one ring to find them.",human,11,49,3.545454545,0.181818182
1071,She took a deep breath before stepping onto the stage.,ai,10,54,4.5,0.1
1072,The database query returned results in milliseconds.,ai,7,52,6.571428571,0.142857143
1073,The dog barked loudly at the passing cyclist.,ai,8,45,4.75,0.125
1074,The drawer handle felt loose when pulled.,ai,7,41,5,0.142857143
1075,You can’t stop the beat.,human,5,24,4,0.2
1076,The robot helped an elderly person with a mobility task.,ai,10,56,4.7,0.1
1077,A seagull cried out while soaring above the crashing waves.,ai,10,59,5,0.1
1078,You can’t take the sky from me.,human,7,31,3.571428571,0.142857143
1079,The algorithm optimized the shipping routes for efficiency.,ai,8,59,6.5,0.125
1080,You're gonna need a bigger boat.,human,6,32,4.5,0.333333333
1081,In the middle of difficulty lies opportunity.,human,7,45,5.571428571,0.142857143
1082,The digital assistant reminded him of his appointment.,ai,8,54,5.875,0.125
1083,The automated warehouse used robots to pick and pack orders.,ai,10,60,5.1,0.1
1084,"Not everything that can be counted counts, and not everything that counts can be counted.",human,15,89,5,0.133333333
1085,The doormat was damp from the rain.,ai,7,35,4.142857143,0.142857143
1086,Cloud computing has made storage more accessible and affordable.,ai,9,64,6.222222222,0.111111111
1087,No dessert until dinner is finished.,human,6,36,5.166666667,0.166666667
1088,The robotic arm moved objects in a way that mimicked human dexterity.,ai,12,69,4.833333333,0.083333333
1089,"Do what you love, and you’ll never work a day in your life.",human,13,59,3.615384615,0.153846154
1090,"My life has no big meaning or direction or purpose, and I'm happy.",human,13,66,4.153846154,0.230769231
1091,Go big or go home.,human,5,18,2.8,0.2
1092,"It is not length of life, but depth of life.",human,10,44,3.5,0.2
1093,There's no crying in baseball!,human,5,30,5.2,0.4
1094,The voice-controlled speakers played his favorite song.,ai,7,55,7,0.285714286
1095,We must be the change we wish to see in the world.,human,12,50,3.25,0.083333333
1096,The remote slipped between the couch cushions.,ai,7,46,5.714285714,0.142857143
1097,The AI-driven chatbot provided mental health support and coping strategies.,ai,10,75,6.6,0.2
1098,A conversational agent booked a restaurant reservation.,ai,7,55,7,0.142857143
1099,The smart glasses displayed navigation directions.,ai,6,50,7.5,0.166666667
1100,"The only way to make sense out of change is to plunge into it, move with it, and join the dance.",human,21,96,3.619047619,0.142857143
1101,My favorite childhood memory is flying kites at the beach.,ai,10,58,4.9,0.1
1102,The AI generated a realistic human face that didn't exist.,ai,10,58,4.9,0.2
1103,"You don’t have to be great to start, but you have to start to be great.",human,16,71,3.5,0.125
1104,He locked the front door with a click.,ai,8,38,3.875,0.125
1105,"Dream as if you'll live forever, live as if you'll die today.",human,12,61,4.166666667,0.333333333
1106,The autonomous submarine explored the deep ocean trench.,ai,8,56,6.125,0.125
1107,Happiness is not something you postpone for the future; it is something you design for the present.,human,17,99,4.882352941,0.117647059
1108,"Do not go where the path may lead, go instead where there is no path.",human,15,69,3.666666667,0.133333333
1109,"Hail to the king, baby.",human,5,23,3.8,0.4
1110,A lone wolf howled beneath the brilliant full moon.,ai,9,51,4.777777778,0.111111111
1111,The conference hall buzzed with conversations in multiple languages.,ai,9,68,6.666666667,0.111111111
1112,I zipped up my jacket as I stepped outside into the chill.,ai,12,58,3.916666667,0.083333333
1113,Do not judge my story by the chapter you walked in on.,human,12,54,3.583333333,0.083333333
1114,The intelligent system monitored a patient's health and alerted a doctor to any anomalies.,ai,14,90,5.5,0.142857143
